variable,value
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column70,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,"  Xtiqokib’ej, xtiqakusaj, xtiqatïj wi qach’a’, qapokob’ xa ja la’ chïk"
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,  Xa k’a kow ruxajoxik ri Xtz’ul xcha’
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column71,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,"  Xa ta qob’e, jo’, tik’ama’ qab’ey, rïx tik’waj ri b’ey!” xojcha’ chi ke"
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,  Nkib’ij chi k’ayew naxajowirisaj ri Xtz’ul
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column72,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,"  Maki xkajo’ k’amol b’ey, man xkajo’ ta nikik’waj ri b’ey, xecha’"
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,"  K’iya_ch’ob’, ja re’ ri k’ïy molaj  xkixajowirisaj"
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column73,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,"  “Tik’ama’ qab’ey rïx, ïx qachaq’, ïx etamayon,” xecha’ chi qe’"
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,"  Man ajilan ta ketz’anib’al, kiweqoj"
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
Column74,
