Sentence,Sentiment
 Ri ajaw Alonso de Maldonado xok ri nima_q’atoy tzij richin ruk’u’x Ab’ya Yala,String
  Kani xb’eya’ winaqi’,String
  Xa majani xeb’i’in ruch’ab’äl dios chi qe,String
  Ja ri ajaw Cerrato qitzij xtewurisan chïk poqonal chi kij winäq,String
"  Xe tzaqon ri äk’, manäq chïk äk’ richin ri tojïk",String
" Konojel ri winaqi’ ye’ajin yeyawab’ïx, yeyawäj ruma re yab’il re’",String
"  Qitzij najin yeq’aq’an padre fray Pedro, fray Joseph, koyowal rije’",String
" Xuch’ab’ej kan, xutz’ib’aj kan ri ruch’aronik ulew pa ruchi’ choy, chi kikojol ri taq tinamït",String
"  Xkib’ij chi re: “Ütz k’a, wi xtib’an achi’el nab’ij rat,  xtiqaya'  ka’i’, oxi’ amaq’ richin ta yatkitzüq",String
"  Chupam sábado chi ruwuqlaj q’ij richin ri ik’ noviembre 1584, xel ri sentencia ruma ri Audiencia",String
"  Xkik’äm pe kitzij ri alcaldes, ri regidores kuk’in ri taq mama’ aj Pa Tulül",String
  Jun tostón xqatöj röj,String
"  Ja ri fray Cristóbal de Olivera ri xb’ano’, ri xerupeyoj, xeroyoj pe",String
  Chuqa’ xkoje’ jun kisamaj ri xya’öx chke richin ta nkitöj kimak,String
 Xkitäq ri kajowab’al chuwäch justicia,String
  Xa qitzij xkisujuj rumak ri vino,String
” K’a ri’ xkitäq el ri ixoqi’,String
”  Ri oidor man xunimaj ta kitzij,String
  Xe’ok kik’exel,String
  Ka’i’  juna’ xteral xya’öx chi ke,String
"  Jalajoj ruwäch ri tomín, jalajöj rub’anikil ri pwäq xkusäx",String
”  Chi rumandamiento ri ajaw oidor xk’oje’ kan ri alguacil fiscal,String
"  Ja ri testigos ri xkitzijoj, xkiq’alajisaj numak:  ri Esteban Xjanel, Juan Jaracana, Antonio Julajuj, Alonso Xitayul",String
  Xe’oqa  wo’o’ kastilan winaqi’ ruk’in,String
"  Pedro, ajkastilanchi’,  xoqa pe Tzolola’  richin tub’ana’ ri sentencia achi’el xb’ïx kan ruma ri Audiencia",String
  “Katel k’a!” xuche’ëx pe,String
  Taya’ q’ij chwe nink’utuj ri nuq’anawinaq rïn!  Manäq numak!” xcha’,String
  K’ïy tzij xinb’ij chi re’,String
  Ke re’ xcha’ chi ke ri padres,String
  Xeruk’waj el ri raqän ya’,String
 Xrajo’nuch’äy,String
 Xa e jilib’an chïk ruma xkito’ ri padre chupam ri ch’a’oj,String
  Xmaj ri proceso chi ruq’a’ ri gobernador,String
  K’a ri’ xb’e ri ak’wal,String
"  Ri q’etzam kite’ ri nuyajme’al  xuch’ilab’ej jun rüq, jun rupo’t",String
" Ke re’, na wi xepe ri Iqomaqi’",String
"  Töq xe’utzin ri winaqi’, xkitïj che’, xkitïj taq xaq, ruyon ulew xkajo’ ok",String
" K'a chila' tik'ama' wi!  Rïx  kixichanan!  Rïx tichapa',  titz’ama'!  Rïx kixsa'o ruwäch,  tiya' ruwa ruq'ij, tinataj rejqalem!   Mani kajawarem xinya' el lamyër",String
 Lamyër k’a xtikïr kipetik ri ajlab’al,String
" Xa k’a xek’oje’ chi ri’, xa e molan konojel ri amaq’, ajlab’al chi ri’ chi palow",String
"  Ke re’ k’a xub’ina’aj wi Tojojil ri’; ruma ri’,  ruxamanel ri aj K’iche’ winäq Tojojil rub’í’",String
"  Je k’a ri’ Telom, Kajib’aq kib’i’",String
"  Xa ïn ruk’u’x juyu’,” xcha’",String
  Xrajqamestaj ri qach’ab’äl; xe jub’a’ xrajo’ richin ta nqamestaj kan ri qatzij,String
 Ninya’ k’a chi iwichin re wajawarem re’,String
"  Man xkik’üt ta ki’,  man xkina’ ta;  Man xetz’et ta",String
"  K’a ri’ xrip k’a ri xuk’ chuwi’ che’, Xk’amb’ëx richin saqkorowäch, richin ri xuk’ ripon ri’ xkichäp ri saqkorowäch chi ri’ Xe Nimachäj",String
  Xe’apon k’a xe’ juyu’,String
"  Tiqejqaj  item, ich’akat",String
"  Man xtiqakusaj qach’a’, qapokob’",String
"  “Stape röj öj Sotz’il, Tuquche’,  stape e qachaq’,  e qanimal ri B’akaj Poqoj, öj k’a B’akaj Xajil, ïx qak’ajol,” xecha’ ri ojer qatata’, qamama’",String
  Rije’ xkik’äq apo taq simäj nïm kaqän,String
  Xk’oje’ kan rija’ akuchi’ xkitzäq ri Tolk’om,String
"  Kani k’a xch’o ri aj Tz’ikinajay chi richin: “At ajaw, at nuchaq’, nunimal",String
  Tikirinäq ri tz’aq töq xe’apon,String
"  Rajawarem Q’aq’awitz  xya’öx, xnimaq’ijüx kuma konojel ri taq jay, taq chinamït",String
  Xya’öx wi qa ri ija’tz,String
"  Chi ri’ k’a xkib’än wi ri’, chi ri’ pa rusaqirib’al ri B’ak’ajol",String
"  K’a ri’ xkiya’ kan, xkipab’a’ kan ri k’axtok’, Chay Ab’äj",String
  Ronojel ri rutoj ri Tepew xya’öx chi ke kuma ri taq amaq’,String
"  Ruma ri’, xe xkitäq apo kime’al chi aq’a’, chi q’equm",String
  Ja ri ixoqi’ ri xb’ekib’ij apo chi re Tepew,String
"  Manäq chïk juley iwajawala’?   Man e k’o ta jun chïk iq’alel, iwajuchan?  Achike na nrajo’ ri Tepew chi qe?  Man xojb’e ta ruk’in, öj kamel",String
"  Najin npax ri ajawarem, xik’o el pa qach’alal",String
  Po ri ruk’ajol xenimär,String
  Rije’ ja ri ajawa’ chi Q’inoma’,String
  Xejoyewatäj re winaq re’,String
   Xek’oje’ qamama’ pa B’oq’oy Ya’,String
"  Konojel ri ajlab’al  xe’ajin nkijunumaj lab’al, xkitojtob’ej kich’a’, kipokob’",String
  Xkina’ chi ri ajaw najin nuchüp kiq’aq’al,String
"  Ruma ri nima’q achi’a’ tzuqunel richin,  xeruna’,  xerupoqomaj",String
  Rachkamik  xrajöx,String
"  Kani xrajjitz’atäj, xrajkäm ri achin",String
  Man xkipa’e’ chïk pa iwi’,String
  Kani na wi pe xb’an tz’aläm k’oxtum kuma qamama’,String
" Xkixqato’,” xcha’ ri samajel, ri ajtzij kichin ri wuqamaq’ töq xapon kuk’in ri ajawa’ Kaqchikel",String
  Xkixib’ij ki’ ri K’iche’ winäq töq xtikïr ri lab’al,String
"  Ja rije’ ri kik’wayol b’ey konojel töq xkitïk, xkib’än kan, xkilaq’ab’ej kan chi Iximche’",String
  Ri ro’ ruk’ajol ri Wuqu’ B’atz’ ja ri Chopena’ Kej rub’i’,String
"  Jun kik’oxomanel, jun kixikin xk’oje’ pa tinamït",String
 Xb’ekipopoj ki’ chi ri’,String
"  Manäq! Man e ajilan ta,” xcha’ ri achin anom, ri qaxikin chi ke ri ajawa’ Kaqchikel",String
  K’a ri’ k’ate  xepe el ri ramonela’ chi kij,String
  Man xekowin ta,String
  Elenäq pe ri ajaw Lajuj No’j kuk’in,String
 Xtaqe’,String
 Xketamaj chi ri Ka’oqe’ kinuk’un lab’al,String
"  Xa ja re’ man xeya’öx ta ri Aqajal winäq chi kamïk kuma ri Ajpo Sotz’il, Ajpo Xajil",String
" K’a ri’ ruk’in ri k’amöl tzaloj xeb’e chuwäch ri Ajpo Sotz’il, Ajpo Xajil, chi kikojol kitz’aq, kik’oxtum ajawa’",String
"  Konojel xejito’ ki’, ja ri xek’ulutäj chukojol juley taq amaq’ achi’el alk’ajol",String
  Xq’eqak’üch Xtz’ikinajay xok chïk pe xoqojaw,String
  Man xkajo’ ta konojel ri achija’,String
  Xekik’ül ri kastilan winäq pa tinamït,String
"  Ronojel k’a rumam ajaw, ruk’ajol ajaw xkiya’ kipwaq",String
  Simäj xekamisab’ëx,String
"  K’a ri’ pa waqi’ Tz’i’ xqatanab’a’ ri lab’al, ri kamisanïk ri qab’anon",String
  Chi ri q’ij waqxaqi’ No’j xe’apon Pan Choy,String
"  Ronojel ri’ xqatz’ët röj, ïx nuk’ajol",String
  Xa k’a xk’ul chïk rutzij kuma ajawa’,String
"  Waqxaqi’ juna’ chrij ri rutikirib’al ri patanijïk, xapon pe ri ajaw Maldonado, ïx nuk’ajol",String
" Pa re juna’ re’ xa xe xek’oje’ ri ajyuq’ richin ri San Francisco (ri franciscanos), richin ri aj Merced (mercedarios), richin ri Santo Domingo (ri dominicanos)",String
" Xintz’ët rïn k’a ri’, ïx nuk’ajol",String
"  Xtane’ ri kamanijïk, ri samaj pa kuchb’äl xtane’",String
  Ke re’ xojajin nqatz’ët,String
"  Man qetaman ta kib’i’, kiwäch ri ajch’ameya’ ri xkib’än ri k’ayewal",String
  Ri ch’a’oj xk’am pe chi ruwäch ruma ri ruchinamital ri Pedro Ramírez,String
"  Po wi xa xe’ natz’ük tzij, wi at k’axtok’, xkatqajitz’aj, xkatqawëch’ kan",String
  Xkiya’ ri retablo chi qe,String
  Jotöl rajil ri q’atonïk tzij,String
  Ja re’ ri rajil uk’way richin ri proceso jurídico ri’,String
  Ka’i’ ik’ xesamäj pan ichaj,String
" Xkik’utuj ulew Ch’anach’a’ rub’i’, achi’el nïm ri k’as",String
  Chupam lunes xya’öx sentencia chi kij ajk’ay vino,String
  Xe xekanäj kan ri achi’a’,String
  Xuna’ chi man choj ta kitzij,String
 Ruk’ajol don Juan Solís xk’oje’ achi’el gobernador töq xb’an,String
  Juley taq ajawa’ kaji’ tostones xkitöj,String
"  Xk’is ruya’oxik ri kosta, ri toj",String
 Pedro Nimachi’,String
"   E wo’o’ chi xe’oqa, po man xkib’än ta notificar chi kiwäch winaqi’",String
 Ke re’ xb’an wawe’ ri kirapaxik,String
" Chuqa’ xb’ison don Ambrosio ruma xk’oje’ jun ch’a’oj ruk’in Alonso Barrientos, corregidor",String
"  Xepe ri rachji’, rub’aluk, rujinan richin ta tikiq’alajisaj ri mak ruk’in ri yujüj chupam ri tinamït",String
 Xiruju’ pa che’,String
  Man ruq’alajisan pe ke re’,String
  Xb’anatäj jun b’ey chïk,String
  Chi ri’ k’a xejach kuma kastilan winaqi’,String
  Ja ta ke re’ xrajo’ ri alcalde mayor,String
  Xuk’äm el ruvara alcalde Aju’,String
 Ri San Melchior xukül kan chi ri’,String
  Kajïl juwinäq tostones,String
"  Ke re’ xepe ri kajch’ob’, kajmolaj, xek’am pe wawe’ ri amaq’i’",String
"  Man xech’on ta, man xeb’iyin ta",String
"  Ja k'a ri, ja rïx xtiwejqaj el",String
  Ja k’a ri’ töq xojpe k’a öj Kaqchikel winäq,String
  Töq xeqïl xa k’isinäq kik’u’x,String
  Xecha’ chïk k’a Sotz’il winäq: “Xa xojk’oje’ kan chi ri’,String
"  K’a ri’ xe’el el chïk k’a chi ri’, Chi Yol, Chi Ab’aq",String
"  K’a ri’ xk’utüx ri rokesam, ri rutzyaqb’al: “Xa taya’ chi qichin ri awokesam, ri atzyaqb’al!”  K’a ri’ xuya’ pe ri rokesam: jalism, qajon wi’aj, xajpota kik’,  ja ri rutob’al rukutamil kik’ rub’anikil, xajab’ kik’, rukamisab’al Saqik’oxol",String
 Xa xqa chïk qak’u’x töq xojel pe kuk’in,String
"  Tikiyo’, tutaqa’ el ri rutzijol Sinpwal Taxuch!” xe’uche’ëx konojel ajlab’al",String
"  Xpe k’a retal, rutzijol ruma ri saqb’in",String
  Ke re’ xuya’ ri’ chupam ri xuk’ ri saqkorowäch,String
  Xecha’ k’a konojel ajlab’al:  “At qachaq’ myër xatoqa,String
 Röj öj jun wi chi winäq,String
"  Rïx ïx k’o, ïx qanimal,” xcha’",String
  “Röj öj juwi chi ajlab’al,String
 Chuwi’ juyu’ K’aqb’atz’ulu’ xk’aq wi,String
"  Xkanäj kan pa rutza’m jun nimab’äj, K’ab’owil Ab’äj rub’i’",String
"  Xa wawe’ nub’än ri awana’,  xuk’uluj yan chi re’",String
"  Ri kik’wayol b’ey ri B’ak’ajol xcha’ chi re ri ruk’amol b’ey ri Q’eqak’üch töq xoqa: “Rïn ïn ajpop, kinak’ulu’!” xcha’ chi re ri Q’eqak’üch",String
  Xa e molon chïk chupam rusaqirib’al,String
" Xek’oje’ jalatäq, jalajöj kiwäch echa’, ja re’ k’ïy kiwäch ichaj",String
  Ke re’ xq’ajär kan rub’i’ ri juyu’,String
"  Chupam rochoch re k’axtok’ re’ xa k’a ch’uti ajxik’ chikopi’, xtaq k’el, xtaq kuyuch’ xulab’alib’ej, xekisüj richin nkïl apo achike xtib’anatäj",String
  Ri alab’oni’ xkik’äm pe ri patan,String
  Xa k’a xb’e’eleq’äx el kixet chaq’a’ kuma kime’al ajawa’,String
  Ri achijilonela’ man xeb’e ta,String
 Xqakamela’aj qi’ chuwäch Tepew,String
  Nïm ruwa kiq’ij,String
"  Xinchäp ri ajaw  Xulu’ K’atu’, po mani chïk kikowil ri ajawa’",String
"   Xchup kiq’aq’al, kitepewal",String
  Xe’el apo chi ri’,String
  Ke re’ k’a xq’aq’är wi ajaw K’iqab’,String
  Ke re’ xeb’e chrij ri ajaw ri ruk’ajola’,String
"  Ja ri’ ruk’ajola’ ri ajaw, xkitäq apo ri ajlab’al, ri achija’ richin ta nkikamisaj kitata’, ri ajaw K’iqab’",String
  Xe jub’a’ xrajo’richin ta xkäm ri achin ruma ri Nimapam Xkakaw nujitz’aj,String
"  Lamyër rïx ïx nusamajela’, ïx nuchaq’, nunimal, nuwinäq",String
  Xkib’än jun ruxan ri tinamït rukusan tz’aläm,String
"  Kani konojel ri ajlab’al, ri wuqamaq’ xkixïm kitzij, xkiya’ kitzij richin ruto’ik ri qatinamit chi Iximche’",String
  Xtolob’äx kan Xe Chi Tuj,String
  Rije’  xkib’än jun k’ak’a’ kitinamit,String
  Nima_Ajin ri ruwaq ruk’ajol,String
"  Chanin xel chi kikojol ri Kaqchikela’, xapon kuk’in ri K’iche’a’",String
"  K’a ri’ xkiweqoj ki’ chi ch’a’, chi pokob’, chi to’j, chi nimasimäj, chi ruxik’ q’uq’, ruxik’ raxon, ruxik’ lab’al",String
"   Kani k’a xepopon ri ajawa’, xkipixab’aj ki’",String
  Qitzij nxib’in töq xe’el pe,String
  Xeqakamisaj,String
"  Konojel ri Kaqchikela’ xkito’ ki’, xekikamisaj ri kik’ulela’",String
"  Xecha’ k’a ri ajawa’ Oxlajuj Tz’i’, Kab’lajuj Tijax: “Qitzij wi pe chi itzel kik’u’x ri aj Tz’ikinajay, ri B’eleje’ Q’ij",String
"  Ri Kab’lajuj Tijax, Oxlajuj Tz’i’ man xekiya’ ta ri Aqajal winäq chi kamïk",String
"  Xkik’üt kiti’ojil, xkik’üt kich’a’, kipokob’ chi kiwäch ri ajawa’",String
"  Xkisüj ki’ achi’el samajela’, to’onela’ chi ke juley taq ajawa’",String
"  Ja rija’ kite’ rajpop achi’ Tz’i’an, B’alam",String
  Man xek’atzin ta konojel,String
  Chupam Tzupamjay xwär wi Tunatiw,String
  Xkitïj kiq’ij  ri winaqi’ kuma ri ajawa’,String
  Xkitïk simäj chupam ri jül richin ta nkiköl ki’ chi kiwäch ri kikej ri kastilan winäq,String
 Xa k’a xkikot Tunatiw chi ke ri ajawa’ töq xetz’et chïk kiwäch ruma Tunatiw,String
  Qitzij najin nxib’in Tunatiw,String
  Ja ri oxi’ tanaj ajyuq’ xeb’i’in chi qe,String
  Qitzij k’iya_poqon xojik’o wi pe,String
"  Jalajoj taq wachinäq xkik’äm pe ri ajawa’ richin ta nkitöj ri patan, richin ta nkimöl ri ruwi’ patan",String
"  Xab’akuchi’ nqatz’ët re yab’il re’,  ïx nuk’ajol",String
  Ke re’ k’a e ch’aqa ajawa’,String
  Ja re k’ayewal re’ ri xchup ruma ri señor juez ruk’in rajtz’ib’,String
"” “Ütz k’a, ïx ajawa’,” xcha’ ri kastilan winäq",String
  Xk’oje’ jun chïk qach’a’oj,String
"  Waqxaqi’ taq tostones rajil ri juez, q’ij q’ij",String
  Ja k’a ri ixöq waqi’ ik’ xk’oje’ chi ruq’a’ ri corregidor,String
  Xya’öx chïk chi kiq’a’ ri justicia ri determinación ruma gobernador,String
" Röj qaya’on qatzij: Francisco Díaz; Esteban Martín; Gregorio, ruk’ajol fiscal; Diego Tz’islaq; Juan Tum; Juan Ajxit, ajtz’alm Aju’; Felipe Sik’; Martín Cruz; Andrés Rastun; Marcos Díaz; Miguel Läq; Diego, ruk’ajol Läq; Juan Pérez Xt’amer",String
  Xkitz’ib’aj kan ri petición,String
"  Ruma b’a ok ri kolon pwäq, xunojij chi xa eleq’ xb’an",String
  Ka’i’ juna’ xteral ja ri’ rutojb’al kimak,String
  Man ajilan ta jampe pwäq xkiya’ ri ajawa’,String
  Xeb’ano juramento chwäch corregidor Alonso Barrientos,String
  Xa xoqa ri ajaw,String
  Po ri padres wawe’ chi Tzolola’ xekikot richin rusamaj ri don Ambrosio,String
  Xeq’anawinaqïr ruma ma Barrientos,String
 Xinok pa ximob’äl jay,String
  K’a ri’ majun rumak xkina’ ri padres,String
"  Xa oxlajuj q’ij xk’oje’ chi kikojol ri nimajöb’, ri nima_ya’ pa raqän ya’",String
"  K’a ri’ chi ri q’ij ka’i’ No’j, ri juwinäq wuqu’ q’ij richin ri ik’ junio xapon jun chïk padre, jun franciscano",String
 Ri alcalde mayor xrajo’ chi manjun winäq nto’on richin ri padre,String
"  Ja k’a chi wuqu’ Kawoq xqakochij, xqasüj chi re ri Q’opoj rik’in ronojel qak’u’x",String
  Xintöj kan,String
"  Manäq kik’ikel, manäq kiti’ojil,” xecha’ ri nab’ey qatata’, qamama’, ïx nuk’ajol",String
"  Qitzij nïm ruq'ij iwejqa'n, nïm iq'ij rïx",String
  “Qitzij wi chi xamb’ey chïk xojel pe Pa Tulan,String
"  “Mani niqak’owib’ej pe, manäq achojik’in yojtikïr yojik’o apo,” xuch’e’ëx, “Manäq ik’owem pa chuwi’ palow,” xecha’ k’a ri’ konojel ajlab’al, wuqamaq’ chi qichin",String
"  Xa xojkolo qi’ pa ruchi’ kaqix,” xecha’",String
  Xesolo chïk rukamul kaqän,String
  Xe re’ xukolb’ej pe ri’,String
"  Man xekowin ta xkich’ïj ri ab’äj chi ke’, man xek’owin ta nkisiloj, nkijotob’a’ ri wapal",String
" Ri saqb’in xuk’äm pe jun tzuy, jun tzara’",String
"  Töq xuya’ ri’, xcha’ k’a: “Ïx ajawa’, mani yinikamisaj!” “Achike rat k’a?” xuche’ëx",String
  Xa at qoyob’en,String
"  E k’o qejqa’n chuqa’;  e k’o  chuqa’ qawinäq, qasamajela’,” xecha’ ri Iqomaq’i’",String
  Xetaq konojel chuchapik Tolk’om,String
"”  Xa ruma ri’ nïm kipus, kinawal, kuchuq’a’",String
"  Nab’ey xeb’e kich’a’, kisimaj konojel ri ajlab’al",String
  Po xb’e apo ri Q’aq’awitz,String
  Myër xqajäch qachoy,String
"  Töq xapon, rija’ xujiq’uj ajpopol, xrajo’ nok ajaw, nok ajpop",String
"  Oxch’ob’ k’a chi amaq’ xe chi ri’: Sotz’il winäq, Kaqchikel winäq, Tuquche’ winäq, Ajaqal",String
"  Ja na wi pe ri qaq’u’, xa rij läy, xa saqikiy xqach’äy, xqab’atz’ij, xqakëm, xqaq’u’j, xqakusaj",String
  Yalab’ey Simajijay Motzorey xuche’ëx,String
"  Ke re’ re k’ojlib’al re’ xub’ina’aj wi Pan Che’, Chi Q’ojom",String
  Chi la k’a releb’al q’ij xpwaqïx wi pe kixet,String
  Xb’ekisela’ el kixet ruloman e warinäq,String
  Xkixib’ij ki’ chuwäch Tepew,String
  Man xkojb’e ta wi man yekäm ta ri itzel k’wayol b’e,String
"  E achij chïk, xeq’ajär",String
"  Qitzij joye’ kiwäch, joye’ na wi pe kiwäch kiwinäq kuma kajawa’",String
" Je ri’ ye’ajin ye’ajawär ja ri’ Rajamun, Xikitzal",String
"  Xb’ekik’ulu’, xb’ekitojtob’ej kich’a’, kipokob’ kuk’in ri rajlab’al ri ajaw Ich’al Amulak",String
"  Konojel ri tinamït xkiqasaj kan, xkichäk kan",String
"  Xkaqo kiwäch, koyowal chi re kitata’",String
"  Xe’ok chupam rochoch ri ajaw, chi ri’ Pan Peta’q",String
  Ke re’ xyakatäj wi ri ch’a’oj ri’ kuma ri K’iche’ winäq,String
  Po manäq chïk,String
 K’a ri’ ronojel ri amaq’ xkikot ruma xkitïk jun k’ak’a’ kitinamit,String
  Ri K’iche’ winäq xekanäj kan kuyon,String
  Xk’is ri tinamït ri’,String
  Xkiköl kan ri ruq’a’ tinamït chi kiwäch ri K’iche’ winäq,String
  Xaläx pa ri q’ij Lajuj Aj,String
  Xaponisan rutzijol ri wayjal,String
"  Xkikusaj kik’ub’ul, kitob’al tzyäq richin lab’al",String
"  Xecha’:  Xa ja ruta’on, qak’axan na",String
"  Kani xq’ajan sik’, yuyub’, ch’ab’itun, xiwak",String
  Xeya’är chi kamïk,String
"  Töq xe’ok apo ri Aqajal winäq, xeya’är chi kamïk",String
" Ye’ajin nkisöl lab’al chkij, xtikib’än lab’al chi qawäch",String
  Kamel ta ri Aqajal winäq chuk’u’x Ka’i’  Junajpu’,String
"  Xe’el ri ixoqi’ chi ri’,   Qitzij ja ri kaji’ chi ixoqi’ ri’, je nab’ey xe’el pe chi ri’",String
 Xepaxin ki’ konojel,String
  Xa e ka’i’ ral rija’,String
"  Jun, ka’i’, oxi’ mul xkitojtob’ej ki’ kuk’in ri K’iche’ winäq",String
   Chi ruka’n q’ij k’a xachik’ ri ajaw Tunatiw,String
"  Xeqa qa chupam ri jul, xetoq’ kuma ri simäj",String
  Kani xkelesaj ri doctrina pa qach’ab’äl,String
" Chupam ruq’ij San Francisco, pa lunes, xq’at tzij ruma Ramírez",String
"  Chupam ri q’ij Circuncisión, pa lunes, nintz’ib’aj rere’ wawe’,  ruloman öj k’o wi chupam yawab’il",String
"  Ri ajaw don Martín xeruq’osij, xeruch’äy ri ajch’ameya’",String
 Xq’alajin chi rija’ k’o retamab’al,String
"  Xqak’utuj ri kicampana ri aj Pa Tulül, aj San Miguel",String
  Ka’i’ tostones rajil ri ajtz’ib’ q’ij q’ij,String
  Man xrapäx ta,String
"  K’o chi tiketamaj wi ri ulew, wi ri Tulül  ja richin ri kipopol ri tinamït",String
 Oxi’ chi ke ri ajk’ay vino xerapäx,String
"  Achi’el xkisik’ij chuwäch ri ajaw, ke re’ xkitz’ib’aj kan",String
  Ke re’ xetz’apïx kan ruma man choj ta kitzij,String
"  K’a ri’ xk’is ri tojik kisamaj ri kastilan winäq ri xkak’axaj ri ch’a’oj, ri xek’oje’ pa tinamït ruma ri k’ayewal",String
 Majun chi ke ri ajawa’ xinkito’,String
"  Xekimöl ri winaqi’ chi ye’ajin nkib’än k’ayewal ruk’in, ri e yujül pa qatinamït",String
"  Wawe’ kib’i’: Gaspar Manrique, Juan Luís, Diego Xt’amer, ri ka’i’ ruk’ajol rija’ – Domingo, Bernardino Q’eqak’üch, Francisco Mestan, Andrés Nimapam, Francisco Ajtz’alam Aju’",String
"  Waqxaqi’ q’ij xik’oje’ chi ri’, ximon waqän ruk’in ch’ich’",String
"  Chuwäch ri corregidor, ri don Ambrosio xub’ij, “Ri chajinela’ ye’ajin nkitür, nkitz’ila’ ri común jay",String
"  Chi ri roxlaj q’ij, chi oxi’ B’atz’, xa qitzij xpe chïk nimajöb’",String
  Fray Juan de Mendoza rub’i’,String
"  Rïn Francisco Díaz nutz’eton, nutz’ib’an kan",String
  K’iya_pwäq xqatzäq ruma,String
" Majani xkïl ri xok, ri k’otb’äl chenoj",String
"  Mani kixyeq'etäj, man tiqasäx ruwa  iq'ij!  Ja k'a kixnimär wi!  Rere' ri setesïk che', q'i'om aj, ja re' iwejqa'n, isamajib'al!  Mani kixwär, mani kixch'akatäj wi, ïx nume'al, ïx nuk'ajol",String
"  Mani jun chïk xk’oje’ kan töq xojpe röj,” xecha’ ri Q’aq’awitz, Saktekaw",String
" “Achike ri qojuche’en,  achike ri xtiqoyoj pe? Achike xtiqik’owib’ej,  achojik’in xkojik’o apo? At qachaq’, xa at chïk, at qoyob’en,” xecha’ konojel",String
 Ke re’ k’a xub’ina’aj wi Kaqïx Kan ri kixamanel ri Sotz’il winäq,String
"  Xe’ik’o chukojol juyu’, b’olaj Chi Q’aq’, Chi Jun Ajpu’",String
  Xe’el k’a chi ri’; xeb’eqa qa xe juyu’,String
  Xa wi k’a xe’uche’ëx chïk,String
"  Ri saqb’in, ri lol xe’uche’ëx: “Achike xb’e’itz’eta’?”  “Qitzij nimaq’aq’al, nimaxajoj ye’ajin nkib’än",String
  Xcha’ k’a “Xa xojsach kan ruma ri ajaw K’iche’,String
"  Achike xtuche’ëx ruk’amik qaq’aq’?  Röj myër xqatïj, xqatojtob’ej",String
"  Je k’a kejqa’n, kiwinäq ri Kaqixajay, ri K’ub’ulajay",String
"  K’a ri’ xecha’ k’a: “Achike na tuche’ëx, achike na nb’ïx, at qachaq’?  Röj myër xqatïj, xqatojtob’ej",String
"  Je na wi pe rije’ ri ejqanela’, ejqayom ri ch’a’, ri pokob’",String
  K’a ri xb’e ruch’a’ ri qamama’ Q’aq’awitz,String
"  Töq xb’e ri Q’aq’awitz, qitzij nxib’in",String
"  Juk’an achoy rat, juk’an qachoy röj xqab’ij kan,” xcha’",String
 Xuche’ëx k’a kuma ri aj Q’eqak’üch: “Rat man at qajpop ta,String
  Chi kikojol juyu’ xe wi ri oxch’ob’ chi amaq’,String
 Ja k’a ri’ xek’oje’ jalal echa’,String
"  Xa xe’ e ka’i’ chi ri k’ulela’ xek’ase’ pe, xecha’",String
  Xeyaloj k’a chi ri’,String
  Ri winaqi’ xkiwëq ri kiwi’ ri alab’oni’ ruk’in q’anapwäq,String
"  Ja k’a kime’al ajawa’ Jun Sunk’un Q’anil May Ajaw, Pusi Ajaw ri xek’ule’ kuk’in ri Ka’i’ No’j, Ka’i’ B’atz’",String
"  Kani xkewaj ki’ chupam pek, chupam jul",String
"”  Chanin xkinimaj ri kitzij, xeb’ekichapa’ ri achi’a’ ri xe’ok kik’exel ri Ka’i’ No’j, Ka’i’ B’atz’",String
  Xa xrajik’o kiq’aq’al chi ruwi’ kitata’,String
  Rajowan jun ajaw ri k’o ruchuq’a’,String
  Qamama’ xkiqasaj ri tinamït Pan Aj,String
 Ma ja xtikïr ri ch’a’oj chi rij ri ajaw K’iqab’ kuma ri K’iche’ winäq,String
"  Ri Tata’ Yak, Aj Itza xkijiq’uj, xkajo’ rajawarem kitata’",String
  Kani k’a xelaj pe ajaw K’iqab’,String
" Ri ajpopo’ K’iche’ xpe koyowal ruma ri ixöq ri Nimapam Xkakaw xuchäp, xuch’äy jun chi ke kalk’ajol, jun chi ke kisamajela’",String
"  Tib’ana’ itinamit rïx!  Tik’waj ib’ey rïx!  Kixpa’e’ iyon! Titolob’a’ kan itinamit wawe’ chi kiwäch ri K’iche’a’, je ch’a’ol, kunum, kachäq! Rije’ man e ak’axay tzij ta",String
 Xekikot ruma xkiköl ki’ chkij ri taq xan,String
"  Manäq chïk, kachlab’al",String
"  Kani ri K’iche’a’ xe’el apo, xeb’e apo Chi Läy, Chwi’ Läy",String
"  Ke re’ k’a ruchupik  q’aq’al K’iche’ ri’, xecha’ kan qatata’, qamama’, ïx nuk’ajol",String
  Ka’ri’ xa wi Ajin rub’i’ ri ruwuq ruk’ajol,String
"  Xcha’ ri achin:  “Qitzij najin nimawayij, nimawayjal",String
"  Xkiwëq ki’ chi k’alwäch, b’anon ruk’in q’anapwäq, richin jeb’ël taq ichinaj",String
  Ütz chi xpe rutzijol chi qaxikin,String
" Ri qajlab’al xkik’üt kipus, kinawal",String
  Ke re’ xqab’än apo kichin ri K’iche’ winäq,String
  Ke re’ k’a rukamik ri Ich’al Amolak ri’ chi Iximche’,String
 Xk’am apo q’aq’al chi kik’u’x ri Ka’oqe’,String
  Kan royowal ruma man xeya’öx ta chi ruq’a’,String
